"GEOID","estimate"
"15668",12117
"15670",3125
"15671",655
"15672",3244
"15673",1252
"15675",895
"15676",807
"15677",346
"15678",731
"15679",2400
"15680",117
"15681",4363
"15683",7638
"15684",821
"15686",780
"15687",1187
"15688",1179
"15689",218
"15690",8745
"15691",74
"15692",1047
"15693",202
"15695",451
"15696",378
"15697",2884
"15698",609
"15701",34052
"15710",289
"15711",435
"15712",217
"15713",341
"15714",4742
"15715",424
"15716",967
"15717",9985
"15721",176
"15722",2282
"15723",15
"15724",2233
"15725",1602
"15727",209
"15728",3429
"15729",1443
"15730",99
"15731",187
"15732",1563
"15733",135
"15734",502
"15736",875
"15737",70
"15738",189
"15739",523
"15741",62
"15742",991
"15744",153
"15745",217
"15746",102
"15747",1941
"15748",6584
"15750",406
"15752",54
"15753",468
"15754",770
"15756",203
"15757",1538
"15759",2997
"15760",173
"15761",140
"15762",905
"15764",212
"15765",1480
"15767",14374
"15770",255
"15771",871
"15772",1589
"15773",507
"15774",2858
"15775",711
"15776",54
"15777",78
"15778",155
"15779",846
"15780",147
"15781",116
"15783",95
"15784",62
"15801",19018
"15821",125
"15823",1194
"15824",5146
"15825",8920
"15827",255
"15828",212
"15829",1380
"15832",227
"15834",4180
"15840",1942
"15841",342
"15845",3108
"15846",3462
"15847",300
"15848",1241
"15849",1155
"15851",6733
"15853",6318
"15856",852
"15857",12567
"15860",1077
"15861",160
"15863",208
"15864",1623
"15865",1259
"15866",259
"15868",1357
"15870",1198
"15901",3572
"15902",10969
"15904",15943
"15905",19739
"15906",10803
"15909",5201
"15920",672
"15921",54
"15922",222
"15923",1672
"15924",1087
"15925",211
"15926",2452
"15927",956
"15928",1762
"15929",28
"15930",183
"15931",8834
"15934",24
"15935",3460
"15936",1215
"15937",667
"15938",2310
"15940",3964
"15942",1789
"15943",3476
"15944",2924
"15945",81
"15946",6532
"15948",552
"15949",444
"15951",507
"15952",1706
"15953",190
"15954",2159
"15955",2392
"15956",2675
"15957",626
"15958",2231
"15960",378
"15961",766
"15962",173
"15963",10476
"16001",38847
"16002",15257
"16020",1153
"16022",386
"16023",4460
"16024",232
"16025",5194
"16027",256
"16028",1615
"16029",742
"16030",297
"16033",6260
"16034",1906
"16035",146
"16036",164
"16037",4573
"16038",3592
"16040",1023
"16041",2112
"16045",996
"16046",16699
"16048",142
"16049",3080
"16050",1373
"16051",2834
"16052",2534
"16053",4518
"16054",377
"16055",7996
"16056",4785
"16057",14624
"16059",8242
"16061",2556
"16063",7005
"16066",30719
"16101",32616
"16102",5581
"16105",15016
"16110",340
"16111",1249
"16112",1512
"16113",475
"16114",627
"16115",3324
"16116",2741
"16117",16999
"16120",2245
"16121",4668
"16123",2207
"16124",1938
"16125",16974
"16127",15599
"16130",2119
"16131",979
"16132",390
"16133",1621
"16134",3774
"16136",740
"16137",12363
"16140",170
"16141",1609
"16142",6771
"16143",2427
"16145",2750
"16146",13242
"16148",16120
"16150",6960
"16151",134
"16153",2341
"16154",2390
"16155",125
"16156",2912
"16157",3071
"16159",4689
"16160",743
"16161",606
"16201",16971
"16210",931
"16211",110
"16212",312
"16213",114
"16214",10114
"16217",73
"16218",1135
"16222",2671
"16223",183
"16224",1221
"16226",7567
"16228",424
"16229",5269
"16230",419
"16232",4201
"16233",1084
"16235",1157
"16236",288
"16238",434
"16239",4952
"16240",1541
"16242",4233
"16244",376
"16245",213
"16246",257
"16248",3052
"16249",2005
"16250",544
"16253",95
"16254",3264
"16255",1573
"16256",2138
"16258",1876
"16259",1994
"16260",377
"16262",2888
"16263",261
"16301",15418
"16311",516
"16312",0
"16313",1776
"16314",5365
"16316",5159
"16317",1321
"16319",1374
"16321",47
"16322",81
"16323",15624
"16326",380
"16327",2916
"16328",346
"16329",511
"16331",58
"16332",61
"16333",309
"16334",327
"16335",27419
"16340",1705
"16341",1831
"16342",2139
"16343",571
"16344",458
"16345",3541
"16346",3214
"16347",2121
"16350",2577
"16351",1518
"16352",206
"16353",2753
"16354",10539
"16360",1305
"16361",22
"16362",968
"16364",1261
"16365",17639
"16370",234
"16371",3115
"16372",448
"16373",3325
"16374",1846
"16401",6780
"16402",855
"16403",6790
"16404",3433
"16405",801
"16406",3069
"16407",11034
"16410",1727
"16411",1590
"16412",10629
"16415",9596
"16416",206
"16417",7861
"16420",634
"16421",2618
"16422",410
"16423",4204
"16424",4662
"16426",3548
"16427",176
"16428",12279
"16433",5148
"16434",3217
"16435",1785
"16436",865
"16438",7568
"16440",888
"16441",10562
"16442",3061
"16443",1247
"16444",1101
"16501",1829
"16502",15752
"16503",16089
"16504",15572
"16505",15911
"16506",24438
"16507",9572
"16508",16182
"16509",26863
"16510",25952
"16511",11207
"16546",762
"16563",1626
"16601",31545
"16602",28968
"16611",2512
"16613",1370
"16616",127
"16617",2851
"16619",313
"16620",358
"16621",716
"16622",185
"16623",553
"16624",218
"16625",4060
"16627",2063
"16630",4869
"16631",96
"16633",278
"16634",348
"16635",12477
"16636",982
"16637",2157
"16638",39
"16639",1534
"16640",670
"16641",2464
"16645",138
"16646",2271
"16647",682
"16648",14648
"16650",1749
"16651",5834
"16652",17916
"16655",1451
"16656",1293
"16657",1380
"16659",259
"16661",873
"16662",5561
"16664",2091
"16665",328
"16666",3067
"16667",1454
"16668",3307
"16669",2231
"16670",47
"16671",504
"16672",214
"16673",5470
"16674",689
"16677",337
"16678",2488
"16679",767
"16680",292
"16682",39
"16683",337
"16685",148
"16686",13198
"16689",466
"16691",299
"16692",655
"16693",4228
"16694",106
"16695",1193
"16699",0
"16701",17126
"16720",1294
"16724",118
"16725",268
"16726",737
"16727",250
"16728",52
"16729",917
"16730",76
"16731",2341
"16732",238
"16733",161
"16734",264
"16735",5875
"16738",2498
"16740",1034
"16743",3808
"16744",172
"16745",552
"16746",1248
"16748",2718
"16749",4031
"16750",505
"16801",45280
"16802",11485
"16803",25708
"16820",1327
"16821",321
"16822",2202
"16823",30367
"16825",257
"16826",461
"16827",4693
"16828",4427
"16829",730
"16830",13264
"16832",526
"16833",5332
"16834",280
"16835",203
"16836",1098
"16837",197
"16838",1792
"16839",800
"16840",504
"16841",6300
"16843",578
"16844",2699
"16845",970
"16847",263
"16848",375
"16849",236
"16851",593
"16852",321
"16853",161
"16854",614
"16855",146
"16858",3737
"16859",566
"16860",194
"16861",303
"16863",648
"16865",1949
"16866",10072
"16868",400
"16870",7298
"16871",30
"16872",1893
"16874",1327
"16875",4081
"16876",267
"16877",2092
"16878",1756
"16879",411
"16881",2379
"16882",387
"16901",10245
"16911",479
"16912",2358
"16914",2224
"16915",6134
"16917",1112
"16920",1976
"16921",408
"16922",1868
"16923",1482
"16925",3484
"16926",886
"16927",494
"16928",1479
"16929",2529
"16930",1237
"16932",867
"16933",6518
"16935",1177
"16936",2008
"16937",151
"16938",696
"16939",279
"16940",222
"16941",69
"16942",830
"16943",505
"16946",2389
"16947",4699
"16948",1540
"16950",3190
"17002",815
"17003",11903
"17004",4934
"17005",339
"17006",1105
"17007",6228
"17009",1958
"17010",373
"17011",36532
"17013",36184
"17015",20923
"17016",963
"17017",1589
"17018",4239
"17019",18237
"17020",9147
"17021",855
"17022",30855
"17023",3500
"17024",1935
"17025",16651
"17026",4105
"17027",1980
"17028",3703
"17029",192
"17030",859
"17032",8123
"17033",17751
"17034",2492
"17035",934
"17036",22390
"17037",1006
"17038",8334
"17039",67
"17040",2376
"17041",386
"17042",38400
"17043",5720
"17044",20986
"17045",3316
"17046",31040
"17047",2654
"17048",4220
"17049",3609
"17050",38141
"17051",4831
"17052",1635
"17053",4948
"17055",37232
"17056",45
"17057",23029
"17058",1832
"17059",7943
"17060",1095
"17061",7188
"17062",4462
"17063",3265
"17064",788
"17065",3782
"17066",5387
"17067",15389
"17068",4223
"17069",158
"17070",16119
"17071",121
"17072",244
"17073",5566
"17074",7296
"17075",100
"17076",13
"17077",106
"17078",21646
"17080",320
"17081",406
"17082",3097
"17083",97
"17084",4524
"17086",2377
"17087",2739
"17088",943
"17090",5645
"17093",1386
"17094",2427
"17097",801
"17098",2265
"17099",1031
"17101",1936
"17102",7434
"17103",12317
"17104",20208
"17109",24351
"17110",24743
"17111",32624
"17112",35818
"17113",10852
"17120",0
"17201",26330
"17202",29278
"17210",163
"17211",439
"17212",734
"17213",627
"17214",819
"17215",286
"17217",220
"17219",406
"17220",415
"17221",577
"17222",11576
"17223",233
"17224",1743
"17225",20844
"17228",1154
"17229",1206
"17233",5311
"17235",949
"17236",7939
"17237",1998
"17238",1685
"17239",219
"17240",4001
"17241",12127
"17243",1193
"17244",2216
"17246",216
"17247",501
"17249",401
"17250",34
"17251",111
"17252",3844
"17253",281
"17254",80
"17255",1114
"17256",186
"17257",29524
"17260",1123
"17261",277
"17262",1455
"17263",573
"17264",2423
"17265",667
"17266",507
"17267",2697
"17268",29374
"17270",85
"17271",259
"17272",376
"17301",4479
"17302",2431
"17304",2736
"17306",353
"17307",5854
"17309",2162
"17311",193
"17313",10907
"17314",6304
"17315",26610
"17316",8408
"17317",649
"17318",455
"17319",11440
"17320",7861
"17321",2347
"17322",5705
"17324",4549
"17325",28391
"17327",7590
"17329",2599
"17331",51893
"17339",6930
"17340",11083
"17343",35
"17344",3567
"17345",7551
"17347",6644
"17349",7183
"17350",13019
"17352",1348
"17353",3410
"17355",259
"17356",21302
"17360",7150
"17361",6315
"17362",13040
"17363",9476
"17364",3474
"17365",2462
"17366",5472
"17368",7539
"17370",5664
"17371",216
"17372",4075
"17401",17100
"17402",38078
"17403",40216
"17404",35899
"17406",23651
"17407",2292
"17408",23778
"17501",4425
"17502",2677
"17505",1742
"17507",117
"17508",485
"17509",4822
"17512",18027
"17516",4469
"17517",16745
"17518",1615
"17519",6762
"17520",4691
"17522",34163
"17527",6134
"17529",4866
"17532",2925
"17535",2703
"17536",2987
"17538",6669
"17540",10875
"17543",45051
"17545",21792
"17547",7377
"17550",953
"17551",11538
"17552",20071
"17554",7877
"17555",7547
"17557",14668
"17560",4560
"17562",4640
"17563",4094
"17565",2675
"17566",12468
"17569",5834
"17570",117
"17572",4671
"17576",272
"17578",7438
"17579",6236
"17581",775
"17582",2266
"17584",10585
"17601",52552
"17602",50417
"17603",64242
"17606",413
"17701",43218
"17702",10384
"17721",1579
"17723",50
"17724",4740
"17727",74
"17728",4972
"17729",63
"17730",229
"17731",238
"17737",6604
"17739",32
"17740",12407
"17742",46
"17744",2996
"17745",18397
"17747",3426
"17748",186
"17749",286
"17750",176
"17751",7169
"17752",4595
"17754",12404
"17756",11978
"17758",981
"17760",648
"17762",469
"17763",178
"17764",2294
"17765",1236
"17767",170
"17768",336
"17771",3194
"17772",2377
"17774",1388
"17776",264
"17777",7211
"17778",161
"17779",386
"17801",15701
"17810",5803
"17812",1258
"17813",2074
"17814",4899
"17815",29764
"17820",5616
"17821",18402
"17822",0
"17823",1258
"17824",3889
"17827",672
"17829",244
"17830",1913
"17832",803
"17834",3374
"17835",415
"17836",217
"17837",19660
"17840",598
"17841",4926
"17842",8625
"17844",10296
"17845",2170
"17846",3912
"17847",11572
"17850",680
"17851",7405
"17853",3363
"17855",1031
"17856",3161
"17857",7306
"17859",2807
"17860",2633
"17861",169
"17862",527
"17864",2206
"17865",128
"17866",10297
"17867",127
"17868",1135
"17870",15407
"17872",9202
"17876",1919
"17878",1443
"17880",128
"17881",1424
"17884",201
"17885",212
"17886",1630
"17887",227
"17888",281
"17889",2516
"17901",22670
"17920",338
"17921",7321
"17922",4772
"17923",438
"17925",364
"17929",1554
"17930",387
"17931",8751
"17933",135
"17934",395
"17935",1595
"17936",821
"17938",2308
"17941",772
"17943",113
"17944",136
"17945",188
"17946",146
"17948",4677
"17949",222
"17951",238
"17952",274
"17953",427
"17954",4460
"17957",299
"17959",1362
"17960",4114
"17961",6590
"17963",9043
"17964",801
"17965",1989
"17967",2488
"17968",259
"17970",3105
"17972",11308
"17974",281
"17976",6644
"17978",286
"17979",197
"17980",3037
"17981",2713
"17982",452
"17983",1543
"17985",1204
"18011",5580
"18013",18037
"18014",11660
"18015",33447
"18016",0
"18017",39453
"18018",31304
"18020",20393
"18030",610
"18031",10622
"18032",9399
"18034",9186
"18035",29
"18036",13942
"18037",7806
"18038",2846
"18040",16586
"18041",5252
"18042",42299
"18045",26881
"18046",0
"18049",17578
"18051",3429
"18052",27678
"18053",2182
"18054",4653
"18055",11742
"18056",916
"18058",10056
"18059",973
"18062",25769
"18063",391
"18064",26396
"18066",6404
"18067",17879
"18068",0
"18069",7973
"18070",922
"18071",10150
"18072",6550
"18073",10745
"18074",5836
"18076",2882
"18077",2349
"18078",7621
"18079",751
"18080",11211
"18081",251
"18083",408
"18085",1032
"18086",841
"18087",942
"18088",8649
"18091",5385
"18092",3192
"18101",4720
"18102",49497
"18103",46393
"18104",44908
"18105",31
"18106",7265
"18109",17794
"18195",0
"18201",26983
"18202",11853
"18210",7614
"18211",1115
"18212",121
"18214",1908
"18216",1289
"18218",2245
"18219",1554
"18220",260
"18221",212
"18222",9484
"18223",186
"18224",6134
"18225",249
"18229",8867
"18230",88
"18231",487
"18232",3796
"18234",171
"18235",19188
"18237",3343
"18239",423
"18240",3862
"18241",769
"18242",130
"18244",284
"18245",264
"18246",270
"18248",499
"18249",3722
"18250",2943
"18251",17
"18252",10491
"18254",1073
"18255",4509
"18256",325
"18301",29660
"18302",17678
"18321",1682
"18322",2502
"18323",111
"18324",9229
"18325",2417
"18326",3956
"18327",594
"18328",7377
"18330",8452
"18331",537
"18332",2527
"18333",554
"18334",4691
"18335",606
"18336",4075
"18337",14226
"18340",208
"18342",660
"18343",4255
"18344",3879
"18346",2534
"18347",2779
"18349",312
"18350",1612
"18351",600
"18352",823
"18353",12730
"18354",834
"18355",1501
"18356",109
"18357",111
"18360",27468
"18370",969
"18371",796
"18372",2918
"18403",6653
"18405",2697
"18407",13119
"18411",21878
"18413",191
"18414",5216
"18415",1222
"18417",1018
"18419",4786
"18420",47
"18421",4981
"18424",5046
"18425",1276
"18426",4304
"18427",121
"18428",11898
"18430",6
"18431",11903
"18433",6448
"18434",3859
"18435",835
"18436",12610
"18437",201
"18438",1298
"18439",494
"18441",201
"18443",436
"18444",13817
"18445",2536
"18446",3156
"18447",10692
"18451",646
"18452",4853
"18453",978
"18454",17
"18455",105
"18456",371
"18457",178
"18458",2445
"18459",3
"18460",115
"18461",295
"18462",305
"18463",236
"18464",1401
"18465",1358
"18466",17421
"18469",252
"18470",2283
"18471",667
"18472",7466
"18473",670
"18503",1247
"18504",20525
"18505",21581
"18507",5154
"18508",12606
"18509",13851
"18510",13375
"18512",11666
"18517",4980
"18518",7965
"18519",4659
"18602",241
"18603",19357
"18610",4820
"18612",18432
"18614",2121
"18615",2121
"18616",583
"18617",1766
"18618",3843
"18619",259
"18621",6728
"18622",130
"18623",2645
"18624",254
"18625",404
"18626",521
"18628",214
"18629",1749
"18630",3146
"18631",1180
"18632",538
"18634",13148
"18635",3797
"18636",1246
"18640",16850
"18641",6829
"18642",3998
"18643",12478
"18644",7245
"18651",8693
"18653",211
"18655",5625
"18656",2238
"18657",11720
"18660",3732
"18661",5299
"18701",3449
"18702",40090
"18704",30441
"18705",14683
"18706",15885
"18707",15891
"18708",8772
"18709",2914
"18801",8076
"18810",5911
"18812",1557
"18814",210
"18816",123
"18817",308
"18818",1115
"18821",1404
"18822",3197
"18823",187
"18824",1422
"18825",103
"18826",1404
"18828",339
"18829",693
"18830",598
"18831",1180
"18832",1791
"18833",1888
"18834",3506
"18837",3134
"18840",10440
"18842",252
"18843",189
"18844",1933
"18845",317
"18846",1099
"18847",5677
"18848",8746
"18850",2159
"18851",755
"18853",4179
"18854",1576
"18901",27851
"18902",21557
"18912",280
"18913",44
"18914",21182
"18915",784
"18917",2178
"18920",232
"18923",1197
"18925",6692
"18929",9570
"18930",2881
"18932",511
"18935",20
"18936",0
"18938",14156
"18940",28915
"18942",2773
"18944",25475
"18947",6309
"18950",215
"18951",35203
"18954",9453
"18955",1624
"18960",11898
"18962",331
"18964",14092
"18966",37739
"18969",15435
"18970",693
"18972",3386
"18974",40543
"18976",20681
"18977",4172
"18980",445
"19001",17139
"19002",32241
"19003",13427
"19004",9524
"19006",21899
"19007",20944
"19008",20934
"19009",840
"19010",21572
"19012",6328
"19013",35134
"19014",20900
"19015",16809
"19017",271
"19018",23445
"19020",54985
"19021",10063
"19022",3696
"19023",22088
"19025",5861
"19026",30573
"19027",20068
"19029",4013
"19030",11792
"19031",4618
"19032",6627
"19033",8826
"19034",5852
"19035",3453
"19036",12894
"19038",31415
"19040",20901
"19041",6494
"19043",2470
"19044",16206
"19046",17660
"19047",34479
"19050",27976
"19053",26293
"19054",16180
"19055",14032
"19056",15249
"19057",17449
"19060",11319
"19061",20248
"19063",35764
"19064",24664
"19066",5662
"19067",52689
"19070",6924
"19072",9802
"19073",19763
"19074",5893
"19075",7632
"19076",6555
"19078",11562
"19079",9223
"19081",9923
"19082",41741
"19083",36633
"19085",8778
"19086",11746
"19087",32765
"19090",18357
"19094",4060
"19095",7070
"19096",13695
"19102",5147
"19103",24214
"19104",53560
"19106",12592
"19107",14526
"19109",0
"19111",68113
"19112",0
"19113",96
"19114",31668
"19115",35346
"19116",34747
"19118",10884
"19119",28192
"19120",74060
"19121",32385
"19122",21666
"19123",17351
"19124",70304
"19125",25850
"19126",15656
"19127",5760
"19128",37644
"19129",11275
"19130",27093
"19131",44723
"19132",31378
"19133",27102
"19134",62087
"19135",35427
"19136",34741
"19137",8347
"19138",32766
"19139",46397
"19140",51766
"19141",34701
"19142",29078
"19143",64630
"19144",43884
"19145",46052
"19146",39282
"19147",38472
"19148",52259
"19149",58055
"19150",22299
"19151",33343
"19152",36379
"19153",13006
"19154",35098
"19301",6375
"19310",3072
"19311",8999
"19312",11618
"19316",238
"19317",9968
"19319",655
"19320",54617
"19330",5351
"19333",6911
"19335",48962
"19341",17572
"19342",18843
"19343",7810
"19344",11988
"19345",661
"19348",23934
"19350",11424
"19352",11109
"19355",26778
"19358",820
"19362",5845
"19363",17274
"19365",7431
"19367",76
"19372",1886
"19373",4823
"19374",1086
"19375",0
"19380",50956
"19382",55036
"19383",3122
"19390",14684
"19401",41897
"19403",46592
"19405",5250
"19406",25105
"19422",18852
"19425",15950
"19426",40720
"19428",17222
"19435",175
"19436",711
"19437",1122
"19438",24780
"19440",19350
"19442",0
"19444",10890
"19446",56720
"19453",1732
"19454",28977
"19456",537
"19457",87
"19460",42063
"19462",15811
"19464",46904
"19465",17473
"19468",26008
"19472",10
"19473",16426
"19474",488
"19475",11260
"19477",128
"19492",339
"19501",1239
"19503",1518
"19504",4996
"19505",3540
"19506",7466
"19507",3211
"19508",15796
"19510",8710
"19511",137
"19512",17048
"19518",15566
"19519",134
"19520",5716
"19522",14034
"19523",390
"19525",16598
"19526",11256
"19529",3321
"19530",16116
"19533",8059
"19534",1979
"19535",10
"19536",459
"19538",48
"19539",4848
"19540",11270
"19541",4366
"19542",104
"19543",6141
"19544",118
"19545",608
"19547",4417
"19549",313
"19550",549
"19551",4844
"19554",396
"19555",3554
"19559",419
"19560",7886
"19562",2257
"19564",155
"19565",8801
"19567",5616
"19601",33208
"19602",16582
"19604",28346
"19605",19833
"19606",35413
"19607",23494
"19608",22935
"19609",10476
"19610",15417
"19611",10720
"02802",723
"02804",1849
"02806",16153
"02807",916
"02808",2312
"02809",22172
"02812",1207
"02813",7799
"02814",7901
"02815",367
"02816",32738
"02817",6224
"02818",18292
"02822",6304
"02825",5768
"02826",418
"02827",2202
"02828",7592
"02830",6255
"02831",3277
"02832",4795
"02833",1141
"02835",5494
"02836",150
"02837",3489
"02838",3495
"02839",2098
"02840",23112
"02841",1633
"02842",15936
"02852",22048
"02857",8206
"02858",774
"02859",7070
"02860",46363
"02861",25622
"02863",19411
"02864",34797
"02865",17667
"02871",17119
"02872",244
"02873",200
"02874",6045
"02875",466
"02876",353
"02878",15774
"02879",20610
"02881",7629
"02882",14029
"02885",10461
"02886",28776
"02888",18687
"02889",27807
"02891",21143
"02892",5611
"02893",29143
"02894",517
"02895",41603
"02896",12060
"02898",1289
"02903",10979
"02904",30613
"02905",26174
"02906",27825
"02907",31294
"02908",36314
"02909",40809
"02910",22387
"02911",15921
"02912",1340
"02914",21487
"02915",16660
"02916",9238
"02917",14139
"02919",29307
"02920",37165
"02921",12243
"29001",1838
"29003",6480
"29006",10555
"29009",1848
"29010",12002
"29014",1756
"29015",1545
"29016",21389
"29018",3210
"29020",21219
"29030",1757
"29031",1185
"29032",5674
"29033",12673
"29036",23011
"29037",950
"29038",1903
"29039",3838
"29040",10272
"29042",4828
"29044",6075
"29045",26482
"29046",143
"29047",3786
"29048",5160
"29051",1752
"29052",2091
"29053",18595
"29054",9211
"29055",4065
"29056",2343
"29058",4666
"29059",5573
"29061",14485
"29062",113
"29063",40577
"29065",504
"29067",10537
"29069",4532
"29070",16211
"29072",60908
"29073",47275
"29074",179
"29075",2761
"29078",16896
"29079",14
"29080",3095
"29081",1191
"29082",508
"29101",3037
"29102",17552
"29104",1549
"29105",1207
"29107",3038
"29108",21444
"29111",1678
"29112",3900
"29113",1439
"29114",1683
"29115",27794
"29117",1038
"29118",17451
"29122",40
"29123",8091
"29125",2390
"29126",1906
"29127",8343
"29128",5246
"29129",3324
"29130",6186
"29133",657
"29135",8147
"29137",2024
"29138",11111
"29142",4937
"29145",852
"29146",1594
"29147",0
"29148",6697
"29150",38053
"29152",2045
"29153",15373
"29154",29626
"29160",7094
"29161",11930
"29162",2805
"29163",1928
"29164",5234
"29166",762
"29168",4131
"29169",24321
"29170",21967
"29172",10496
"29175",428
"29178",3214
"29180",13956
"29201",20805
"29202",271
"29203",40518
"29204",18523
"29205",24417
"29206",19491
"29207",12270
"29208",756
"29209",33523
"29210",39312
"29212",29435
"29223",51054
"29225",1320
"29229",52289
"29301",35371
"29302",16855
"29303",25458
"29306",16656
"29307",17661
"29316",26732
"29320",676
"29321",3044
"29322",8954
"29323",13550
"29324",324
"29325",15171
"29329",250
"29330",9340
"29331",50
"29332",2757
"29333",509
"29334",14303
"29335",6159
"29338",26
"29340",20411
"29341",20162
"29346",293
"29349",32451
"29351",1267
"29353",3986
"29355",769
"29356",8310
"29360",20999
"29364",441
"29365",11648
"29368",111
"29369",14547
"29370",874
"29372",4493
"29373",483
"29374",3443
"29375",69
"29376",7969
"29377",931
"29378",156
"29379",17490
"29384",4497
"29385",7987
"29388",16138
"29401",9018
"29403",21819
"29404",2141
"29405",29978
"29406",34620
"29407",34711
"29409",2670
"29410",24225
"29412",41447
"29414",40661
"29418",21460
"29420",23155
"29423",0
"29424",392
"29426",1826
"29429",3863
"29431",6680
"29432",3526
"29434",511
"29435",4980
"29436",4380
"29437",3225
"29438",2424
"29439",2344
"29440",27664
"29445",59342
"29446",703
"29448",2053
"29449",8072
"29450",3319
"29451",4482
"29452",392
"29453",1095
"29455",22565
"29456",31376
"29458",2972
"29461",38324
"29464",50886
"29466",39949
"29468",2535
"29469",851
"29470",4685
"29471",1479
"29472",10088
"29474",2290
"29475",1787
"29477",6847
"29479",7208
"29481",1529
"29482",2203
"29483",87341
"29485",60028
"29487",2910
"29488",21326
"29492",13546
"29493",193
"29501",46130
"29505",25016
"29506",20424
"29510",10094
"29511",5432
"29512",17771
"29516",1028
"29518",1024
"29519",451
"29520",13689
"29525",2111
"29526",48220
"29527",26514
"29530",2376
"29532",20433
"29536",16822
"29540",4527
"29541",9602
"29543",663
"29544",5576
"29545",1626
"29546",2832
"29547",3093
"29550",32661
"29554",9368
"29555",5760
"29556",11690
"29560",13487
"29563",2074
"29564",997
"29565",7483
"29566",17497
"29567",389
"29568",16130
"29569",17297
"29570",3538
"29571",14794
"29572",9672
"29574",10696
"29575",18928
"29576",32384
"29577",32296
"29579",42703
"29580",1322
"29581",4459
"29582",16656
"29583",5586
"29584",2254
"29585",14956
"29588",48075
"29590",3462
"29591",4851
"29592",739
"29593",1525
"29594",116
"29596",2181
"29601",12438
"29605",37168
"29607",41273
"29609",29701
"29611",30257
"29613",1907
"29614",2009
"29615",37823
"29617",29019
"29620",13086
"29621",41237
"29624",15390
"29625",28396
"29626",12651
"29627",19709
"29628",2198
"29630",16185
"29631",15301
"29634",5121
"29635",1279
"29638",3349
"29639",1702
"29640",30757
"29642",33525
"29643",2458
"29644",21951
"29645",9525
"29646",28197
"29649",26906
"29650",35253
"29651",47994
"29653",4186
"29654",9125
"29655",6677
"29657",15230
"29658",482
"29659",86
"29661",5707
"29662",15547
"29664",1866
"29665",191
"29666",6381
"29667",285
"29669",12217
"29670",9872
"29671",17936
"29672",12356
"29673",29289
"29676",5463
"29678",23079
"29680",33931
"29681",60303
"29682",3670
"29683",321
"29684",4138
"29685",1849
"29686",1164
"29687",42219
"29689",4001
"29690",23318
"29691",11672
"29692",4938
"29693",13771
"29696",5146
"29697",13794
"29702",10841
"29704",3488
"29706",19244
"29707",32229
"29708",36402
"29709",6640
"29710",36944
"29712",2246
"29714",2991
"29715",34429
"29717",1606
"29718",4365
"29720",47626
"29724",38
"29726",1693
"29727",1776
"29728",9552
"29729",2203
"29730",55858
"29732",59059
"29733",1816
"29741",2340
"29742",2502
"29743",931
"29745",31142
"29801",27764
"29803",38482
"29805",6189
"29809",2439
"29810",4040
"29812",11482
"29816",885
"29817",4309
"29819",1892
"29821",1702
"29824",8651
"29826",147
"29827",4103
"29828",724
"29829",12237
"29831",4401
"29832",5198
"29834",2041
"29835",6133
"29836",412
"29838",329
"29840",233
"29841",32622
"29842",7395
"29843",1347
"29844",121
"29845",901
"29847",5289
"29848",813
"29849",472
"29850",165
"29851",7504
"29853",6139
"29856",3239
"29860",16125
"29899",1083
"29902",15631
"29904",761
"29905",2723
"29906",27096
"29907",14949
"29909",19419
"29910",41697
"29911",1591
"29912",0
"29915",444
"29916",1954
"29918",5958
"29920",11586
"29921",178
"29922",872
"29923",315
"29924",4189
"29926",26377
"29927",9829
"29928",16347
"29929",789
"29932",144
"29934",1004
"29935",4513
"29936",13476
"29939",433
"29940",4025
"29941",455
"29943",514
"29944",4243
"29945",5640
"57001",1667
"57002",1062
"57003",1916
"57004",3862
"57005",11498
"57006",26526
"57010",393
"57012",1186
"57013",4955
"57014",1380
"57015",800
"57016",812
"57017",1412
"57018",1337
"57020",1442
"57021",253
"57022",5173
"57024",512
"57025",3045
"57026",1360
"57027",154
"57028",3425
"57029",2335
"57030",2878
"57031",815
"57032",8549
"57033",5694
"57034",884
"57035",1061
"57036",551
"57037",983
"57038",1427
"57039",3756
"57040",333
"57041",101
"57042",9378
"57043",1377
"57045",1097
"57046",851
"57047",275
"57048",1217
"57049",6521
"57050",325
"57051",290
"57052",330
"57053",1876
"57054",537
"57055",1256
"57057",268
"57058",1897
"57059",1221
"57061",71
"57062",2377
"57063",816
"57064",6778
"57065",335
"57066",1614
"57067",403
"57068",1397
"57069",11950
"57070",1421
"57071",3015
"57072",695
"57073",734
"57075",1099
"57076",411
"57077",1503
"57078",19269
"57103",35493
"57104",26224
"57105",22082
"57106",47372
"57107",10404
"57108",23689
"57110",18422
"57117",1
"57197",957
"57201",25350
"57212",2180
"57213",758
"57214",54
"57216",1121
"57217",261
"57218",360
"57219",524
"57220",763
"57221",897
"57223",1234
"57224",129
"57225",1928
"57226",1957
"57227",352
"57231",1623
"57232",310
"57233",139
"57234",1234
"57235",950
"57236",148
"57237",610
"57238",510
"57239",237
"57241",1132
"57242",537
"57243",708
"57245",154
"57246",212
"57247",223
"57248",972
"57249",704
"57251",172
"57252",4617
"57255",371
"57256",110
"57257",704
"57258",121
"57259",501
"57260",917
"57261",399
"57262",5594
"57263",476
"57264",297
"57265",172
"57266",634
"57268",490
"57269",256
"57270",805
"57271",311
"57272",232
"57273",1205
"57274",2454
"57276",1173
"57278",734
