"GEOID","estimate"
"60446",40118
"60447",13856
"60448",26220
"60449",9362
"60450",20906
"60451",35622
"60452",28008
"60453",55966
"60455",16144
"60456",4272
"60457",13816
"60458",15197
"60459",28709
"60460",1397
"60461",4716
"60462",39784
"60463",14798
"60464",9662
"60465",17345
"60466",21909
"60467",26861
"60468",6005
"60469",5795
"60470",542
"60471",13917
"60472",4904
"60473",22088
"60474",824
"60475",9664
"60476",2550
"60477",37542
"60478",16769
"60479",925
"60480",5151
"60481",11809
"60482",10849
"60484",6423
"60487",26736
"60490",22158
"60491",22735
"60501",11874
"60502",21911
"60503",17207
"60504",39070
"60505",74726
"60506",55542
"60510",29332
"60511",1805
"60512",1010
"60513",18753
"60514",9943
"60515",28290
"60516",29208
"60517",32390
"60518",3715
"60519",24
"60520",2855
"60521",18415
"60523",10081
"60525",30474
"60526",13451
"60527",28534
"60530",483
"60531",1792
"60532",27956
"60534",10452
"60536",139
"60537",573
"60538",29343
"60539",223
"60540",45187
"60541",3667
"60542",18191
"60543",40293
"60544",27426
"60545",13699
"60546",15405
"60548",12054
"60549",190
"60550",1553
"60551",5284
"60552",4348
"60553",688
"60554",12194
"60555",13273
"60556",2124
"60557",280
"60558",13272
"60559",24384
"60560",25140
"60561",22955
"60563",37705
"60564",42425
"60565",40560
"60585",23875
"60586",47495
"60601",15083
"60602",1145
"60603",1052
"60604",823
"60605",29060
"60606",3287
"60607",29293
"60608",80059
"60609",60939
"60610",40548
"60611",33224
"60612",33735
"60613",50761
"60614",71954
"60615",40590
"60616",54197
"60617",83553
"60618",94907
"60619",61207
"60620",67711
"60621",28018
"60622",53294
"60623",81283
"60624",34892
"60625",79444
"60626",50544
"60628",64254
"60629",110029
"60630",56433
"60631",29529
"60632",89857
"60633",12689
"60634",75082
"60636",30024
"60637",47300
"60638",58669
"60639",88204
"60640",69363
"60641",69880
"60642",19716
"60643",48887
"60644",46591
"60645",47270
"60646",28569
"60647",87633
"60649",46633
"60651",63492
"60652",43447
"60653",33154
"60654",20022
"60655",28569
"60656",28218
"60657",70958
"60659",42735
"60660",44498
"60661",10354
"60706",23114
"60707",43093
"60712",12434
"60714",29520
"60803",22405
"60804",82383
"60805",19479
"60827",28483
"60901",35407
"60910",575
"60911",1311
"60912",502
"60913",1413
"60914",29797
"60915",10278
"60917",538
"60918",717
"60919",482
"60920",169
"60921",1512
"60922",2576
"60924",1515
"60926",42
"60927",2053
"60928",675
"60929",707
"60930",985
"60931",591
"60932",61
"60933",272
"60934",233
"60935",1229
"60936",4074
"60938",1975
"60940",3170
"60941",2200
"60942",5898
"60945",179
"60946",404
"60948",1570
"60949",488
"60950",11592
"60951",803
"60952",657
"60953",2425
"60954",5820
"60955",1655
"60957",5311
"60958",1709
"60959",1081
"60960",1036
"60961",786
"60962",539
"60963",1715
"60964",4857
"60966",1541
"60968",474
"60969",78
"60970",6753
"60973",345
"60974",211
"61001",1074
"61006",1841
"61007",502
"61008",33935
"61010",7650
"61011",2497
"61012",2496
"61013",456
"61014",989
"61015",1049
"61016",4627
"61018",962
"61019",3309
"61020",3040
"61021",22848
"61024",2465
"61025",4654
"61027",73
"61028",1986
"61030",2249
"61031",1569
"61032",29702
"61036",6414
"61037",64
"61038",1280
"61039",953
"61041",1162
"61042",625
"61043",121
"61044",272
"61046",2330
"61047",1669
"61048",3807
"61049",543
"61050",455
"61051",1634
"61052",846
"61053",2681
"61054",3657
"61057",97
"61059",202
"61060",1357
"61061",6434
"61062",1842
"61063",4503
"61064",3916
"61065",10700
"61067",733
"61068",14246
"61070",1374
"61071",13982
"61072",11345
"61073",19501
"61074",4238
"61075",976
"61077",33
"61078",1299
"61079",189
"61080",10479
"61081",21121
"61084",3061
"61085",3352
"61087",1563
"61088",6216
"61089",739
"61091",67
"61101",19242
"61102",17721
"61103",23512
"61104",19492
"61107",30116
"61108",28205
"61109",26910
"61111",23260
"61112",62
"61114",15958
"61115",22502
"61201",38024
"61230",1037
"61231",5216
"61232",1318
"61234",1230
"61235",1498
"61236",98
"61238",3369
"61239",1122
"61240",5842
"61241",7035
"61242",1322
"61243",241
"61244",23361
"61250",2489
"61251",357
"61252",5293
"61254",11003
"61256",2088
"61257",1112
"61258",184
"61259",1158
"61260",964
"61261",903
"61262",1039
"61263",743
"61264",10485
"61265",43472
"61270",6938
"61272",1170
"61273",3176
"61274",267
"61275",4710
"61276",63
"61277",3225
"61278",514
"61279",909
"61281",2460
"61282",7732
"61283",1909
"61284",1973
"61285",1650
"61301",9807
"61310",3825
"61311",226
"61312",485
"61313",203
"61314",952
"61315",240
"61316",250
"61317",405
"61318",774
"61319",1440
"61320",681
"61321",312
"61322",1601
"61323",78
"61324",128
"61325",1062
"61326",2314
"61327",1278
"61328",26
"61329",1211
"61330",1395
"61331",18
"61332",125
"61333",383
"61334",722
"61335",403
"61336",484
"61337",458
"61338",226
"61340",263
"61341",8053
"61342",8435
"61344",364
"61345",720
"61346",63
"61348",4520
"61349",948
"61350",24182
"61353",1191
"61354",10531
"61356",10627
"61358",293
"61359",330
"61360",3050
"61361",1198
"61362",5550
"61363",287
"61364",18908
"61367",759
"61368",1366
"61369",1525
"61370",1504
"61372",151
"61373",2153
"61374",83
"61375",1136
"61376",2018
"61377",1393
"61378",325
"61379",1291
"61401",32937
"61410",3921
"61411",397
"61412",1400
"61413",932
"61414",958
"61415",1954
"61416",256
"61417",277
"61418",576
"61419",118
"61420",1172
"61421",1481
"61422",3175
"61423",639
"61424",119
"61425",435
"61426",147
"61427",2174
"61428",1071
"61430",654
"61431",252
"61432",675
"61433",128
"61434",2876
"61435",23
"61436",732
"61437",743
"61438",842
"61439",215
"61440",695
"61441",955
"61442",657
"61443",13736
"61447",1069
"61448",3814
"61449",299
"61450",1662
"61451",333
"61452",216
"61453",557
"61454",484
"61455",20294
"61458",636
"61459",388
"61460",313
"61462",11435
"61465",1162
"61466",295
"61467",1107
"61468",206
"61469",2213
"61470",499
"61471",114
"61472",608
"61473",1429
"61474",257
"61475",249
"61476",433
"61477",511
"61478",293
"61479",59
"61480",1171
"61482",598
"61483",1923
"61484",880
"61485",433
"61486",1514
"61488",1149
"61489",767
"61490",1082
"61491",1922
"61501",1545
"61516",784
"61517",3439
"61519",246
"61520",16703
"61523",11055
"61524",300
"61525",8912
"61526",743
"61528",2987
"61529",2809
"61530",6931
"61531",3285
"61532",588
"61533",2360
"61534",1835
"61535",2003
"61536",2866
"61537",2904
"61539",173
"61540",2680
"61541",76
"61542",3602
"61543",137
"61544",724
"61545",697
"61546",3605
"61547",4047
"61548",12171
"61550",17805
"61552",191
"61553",161
"61554",41661
"61559",3223
"61560",594
"61561",2507
"61562",45
"61563",509
"61564",1082
"61565",1460
"61567",506
"61568",4352
"61569",1225
"61570",1946
"61571",24903
"61572",1290
"61602",828
"61603",16695
"61604",29606
"61605",15195
"61606",7919
"61607",10766
"61610",5213
"61611",24303
"61614",28207
"61615",23219
"61616",5860
"61625",378
"61701",35669
"61704",36612
"61705",12935
"61720",215
"61721",574
"61722",525
"61723",2689
"61724",578
"61725",1726
"61726",2476
"61727",9742
"61728",1365
"61729",1149
"61730",513
"61731",183
"61732",2024
"61733",793
"61734",2792
"61735",361
"61736",1874
"61737",490
"61738",4391
"61739",4614
"61740",1482
"61741",1643
"61742",1263
"61743",186
"61744",1923
"61745",4658
"61747",1439
"61748",2652
"61749",535
"61750",135
"61751",93
"61752",4346
"61753",3083
"61754",1016
"61755",4783
"61756",2313
"61759",1588
"61760",2306
"61761",55152
"61764",13732
"61769",640
"61770",1046
"61771",855
"61772",239
"61773",421
"61774",979
"61775",339
"61776",1216
"61777",780
"61778",649
"61801",31312
"61802",19509
"61810",285
"61811",709
"61812",387
"61813",1598
"61814",1072
"61815",261
"61816",483
"61817",2528
"61818",1814
"61820",38393
"61821",31207
"61822",25530
"61830",390
"61831",139
"61832",34421
"61833",2261
"61834",8625
"61839",664
"61840",619
"61841",1278
"61842",2765
"61843",2494
"61844",755
"61845",324
"61846",4900
"61847",1365
"61848",242
"61849",1903
"61850",450
"61851",334
"61852",222
"61853",13875
"61854",1193
"61855",133
"61856",7771
"61857",144
"61858",2980
"61859",1276
"61862",564
"61863",872
"61864",1770
"61865",1642
"61866",14163
"61870",1265
"61871",314
"61872",589
"61873",6308
"61874",7982
"61875",986
"61876",636
"61877",1792
"61878",1224
"61880",4075
"61882",653
"61883",4289
"61884",1031
"61910",4477
"61911",5330
"61912",1176
"61913",1410
"61914",1817
"61917",632
"61919",906
"61920",23839
"61924",2299
"61925",776
"61928",596
"61929",679
"61930",859
"61931",1190
"61932",442
"61933",872
"61936",297
"61937",1967
"61938",21727
"61940",253
"61941",87
"61942",898
"61943",1630
"61944",12311
"61949",129
"61951",7817
"61953",6019
"61955",189
"61956",2749
"61957",1789
"62001",1669
"62002",31087
"62006",442
"62009",1720
"62010",11409
"62011",224
"62012",6510
"62013",619
"62014",4063
"62015",690
"62016",3572
"62017",927
"62018",3017
"62019",298
"62021",1207
"62022",1103
"62023",124
"62024",9799
"62025",34960
"62027",589
"62028",1119
"62030",203
"62031",800
"62032",749
"62033",4539
"62034",13487
"62035",16080
"62036",706
"62037",1990
"62040",42149
"62044",2262
"62045",533
"62046",709
"62047",1691
"62048",1965
"62049",8513
"62050",376
"62051",687
"62052",12418
"62053",550
"62054",606
"62056",8507
"62058",704
"62059",411
"62060",4135
"62061",1631
"62062",8078
"62063",991
"62065",127
"62067",2202
"62069",3184
"62070",16
"62074",1068
"62075",3595
"62076",122
"62077",288
"62078",107
"62079",323
"62080",2355
"62081",318
"62082",2742
"62083",167
"62084",1511
"62085",162
"62086",1224
"62087",2073
"62088",6647
"62089",439
"62090",1417
"62091",399
"62092",2894
"62093",434
"62094",1104
"62095",10471
"62097",2893
"62098",18
"62201",6853
"62203",8366
"62204",8133
"62205",7781
"62206",15046
"62207",9090
"62208",16544
"62214",1332
"62215",2103
"62216",2736
"62217",773
"62218",1713
"62219",1170
"62220",17722
"62221",30301
"62223",16004
"62225",5209
"62226",28914
"62230",6308
"62231",7313
"62232",6828
"62233",9521
"62234",32474
"62236",14067
"62237",2398
"62238",632
"62239",4595
"62240",1507
"62241",878
"62242",1365
"62243",5757
"62244",1006
"62245",1795
"62246",9964
"62248",396
"62249",15574
"62250",468
"62253",544
"62254",6189
"62255",1332
"62257",2416
"62258",9491
"62260",7537
"62261",52
"62262",1619
"62263",4912
"62264",3754
"62265",4072
"62266",102
"62268",861
"62269",31567
"62271",1994
"62272",1859
"62273",147
"62274",7699
"62275",3824
"62277",1197
"62278",6426
"62279",0
"62280",550
"62281",2856
"62282",389
"62284",574
"62285",4510
"62286",6230
"62288",2891
"62289",330
"62292",895
"62293",4437
"62294",14156
"62295",1493
"62297",452
"62298",16826
"62301",32350
"62305",19081
"62311",701
"62312",1951
"62313",372
"62314",479
"62316",662
"62319",219
"62320",2494
"62321",3806
"62323",241
"62324",1112
"62325",501
"62326",2510
"62330",1786
"62334",167
"62336",21
"62338",1401
"62339",829
"62340",1906
"62341",3425
"62343",860
"62344",5
"62345",382
"62346",160
"62347",1992
"62348",155
"62349",695
"62351",1708
"62352",289
"62353",5224
"62354",1484
"62355",745
"62356",402
"62357",462
"62358",779
"62359",159
"62360",1651
"62361",362
"62362",303
"62363",5694
"62365",477
"62366",1637
"62367",1021
"62370",407
"62373",203
"62374",337
"62375",335
"62376",1110
"62378",1047
"62379",1947
"62380",552
"62401",18886
"62410",1377
"62411",4145
"62413",277
"62414",1888
"62417",2920
"62418",2180
"62419",185
"62420",4675
"62421",593
"62422",1014
"62423",642
"62424",2421
"62425",431
"62426",891
"62427",1781
"62428",2915
"62431",1030
"62432",521
"62433",994
"62434",365
"62436",713
"62438",334
"62439",7107
"62440",1288
"62441",6707
"62442",2643
"62443",1538
"62444",370
"62445",1278
"62446",372
"62447",3366
"62448",5383
"62449",2963
"62450",12216
"62451",1958
"62452",293
"62454",11166
"62458",2077
"62459",344
"62460",1297
"62461",724
"62462",942
"62463",1230
"62465",960
"62466",4605
"62467",4259
"62468",2492
"62469",517
"62471",10306
"62473",1262
"62474",897
"62475",503
"62476",1533
"62477",732
"62478",409
"62479",1027
"62480",485
"62481",485
"62501",2585
"62510",1496
"62512",456
"62513",1724
"62514",305
"62515",1164
"62517",214
"62518",159
"62519",90
"62520",1576
"62521",35261
"62522",15379
"62523",1382
"62526",31544
"62530",1356
"62531",1647
"62532",70
"62533",776
"62534",1307
"62535",3011
"62536",667
"62537",80
"62538",537
"62539",1247
"62540",1549
"62541",21
"62543",483
"62544",1677
"62545",1158
"62546",1740
"62547",992
"62548",2443
"62549",6354
"62550",2790
"62551",743
"62553",528
"62554",1290
"62555",456
"62556",344
"62557",7127
"62558",3341
"62560",1355
"62561",5405
"62563",5567
"62565",7046
"62567",1030
"62568",15612
"62570",454
"62571",1628
"62572",488
"62573",1803
"62601",293
"62610",119
"62611",1108
"62612",1832
"62613",3862
"62615",5519
"62617",659
"62618",7238
"62621",1286
"62622",42
"62624",427
"62625",759
"62626",7603
"62627",910
"62628",735
"62629",14597
"62630",430
"62631",261
"62633",562
"62634",843
"62635",666
"62638",1242
"62639",294
"62640",3668
"62642",1334
"62643",490
"62644",4921
"62649",603
"62650",26524
"62655",367
"62656",19280
"62661",1646
"62663",258
"62664",3182
"62665",1399
"62666",580
"62667",486
"62668",1349
"62670",2784
"62671",596
"62672",176
"62673",416
"62674",1393
"62675",5943
"62677",2295
"62681",5501
"62682",963
"62684",5840
"62685",2310
"62688",699
"62689",567
"62690",3957
"62691",2020
"62692",2152
"62693",1565
"62694",3018
"62695",200
"62701",1147
"62702",33563
"62703",29830
"62704",40672
"62707",7097
"62711",16880
"62712",10395
"62801",21185
"62803",1142
"62806",3419
"62807",768
"62808",1490
"62809",150
"62810",908
"62811",290
"62812",10881
"62814",2046
"62815",284
"62816",1276
"62817",433
"62818",251
"62819",382
"62820",183
"62821",7145
"62822",2960
"62823",1681
"62824",1888
"62825",192
"62827",1215
"62828",1376
"62829",21
"62830",1229
"62831",383
"62832",8785
"62833",420
"62835",962
"62836",771
"62837",8826
"62838",1853
"62839",6401
"62841",150
"62842",743
"62843",184
"62844",2081
"62846",2613
"62848",692
"62849",2085
"62850",348
"62851",150
"62852",57
"62853",894
"62854",1495
"62856",373
"62858",2713
"62859",5683
"62860",561
"62861",166
"62862",359
"62863",9611
"62864",23498
"62865",1977
"62867",486
"62868",1986
"62869",2490
"62870",2211
"62871",698
"62872",1077
"62874",426
"62875",1110
"62876",184
"62877",516
"62878",483
"62879",78
"62880",712
"62881",10700
"62882",2437
"62883",828
"62884",2637
"62885",659
"62886",257
"62887",497
"62888",2070
"62889",885
"62890",2737
"62891",715
"62892",377
"62893",1054
"62894",1074
"62895",1897
"62896",11971
"62897",406
"62898",2184
"62899",1815
"62901",26255
"62902",4358
"62903",3242
"62905",560
"62906",6582
"62907",2007
"62908",561
"62910",2367
"62912",1307
"62914",2375
"62915",431
"62916",938
"62917",2154
"62918",10177
"62919",1060
"62920",3219
"62921",332
"62922",2764
"62923",468
"62924",2956
"62926",2373
"62927",369
"62928",192
"62930",5915
"62931",1484
"62932",1400
"62933",1160
"62934",720
"62935",1994
"62938",2994
"62939",2936
"62940",308
"62941",740
"62942",624
"62943",372
"62946",12530
"62947",522
"62948",13248
"62949",731
"62950",204
"62951",4604
"62952",3144
"62953",274
"62954",456
"62956",940
"62957",867
"62958",2134
"62959",28115
"62960",10755
"62961",31
"62962",0
"62963",744
"62964",1168
"62965",95
"62966",15049
"62967",242
"62969",438
"62970",685
"62972",958
"62974",1653
"62975",169
"62976",402
"62977",754
"62979",1020
"62982",877
"62983",1476
"62984",1673
"62985",610
"62987",1494
"62988",1444
"62990",1036
"62992",751
"62994",678
"62995",6034
"62996",520
"62997",617
"62998",316
"62999",1771
"46001",9993
"46011",17069
"46012",19806
"46013",17136
"46016",18046
"46017",5814
"46030",2978
"46031",2546
"46032",51551
"46033",38942
"46034",6649
"46035",1229
"46036",11678
"46037",41890
"46038",43381
"46039",508
"46040",12474
"46041",22247
"46044",3147
"46045",39
"46047",56
"46048",2117
"46049",1082
"46050",2127
"46051",2817
"46052",22443
"46055",12638
"46056",2238
"46057",1269
"46058",2516
"46060",41461
"46062",35349
"46063",565
"46064",17168
"46065",3444
"46068",2872
"46069",7220
"46070",2336
"46071",3148
"46072",8592
"46074",34755
"46075",6614
"46076",1440
"46077",29296
"46103",162
"46104",910
"46105",1794
"46106",6855
"46107",13081
"46110",583
"46111",196
"46112",37819
"46113",15505
"46115",1967
"46117",828
"46118",5068
"46120",5332
"46121",5545
"46122",16300
"46123",36616
"46124",8949
"46125",55
"46126",4956
"46127",287
"46128",1824
"46130",2669
"46131",33215
"46133",833
"46135",20462
"46140",40292
"46142",29696
"46143",57211
"46144",133
"46146",416
"46147",3209
"46148",5555
"46149",2153
"46150",1147
"46151",31589
"46155",162
"46156",1253
"46157",4103
"46158",23152
"46160",6321
"46161",2569
"46162",314
"46163",13088
"46164",4166
"46165",1522
"46166",2167
"46167",7066
"46168",35418
"46171",1762
"46172",2562
"46173",9905
"46175",646
"46176",27737
"46180",976
"46181",5286
"46182",1526
"46183",15
"46184",14042
"46186",1652
"46201",30962
"46202",20504
"46203",38581
"46204",8356
"46205",27580
"46208",23080
"46214",24549
"46216",2324
"46217",36843
"46218",28918
"46219",36940
"46220",36585
"46221",26714
"46222",37885
"46224",37074
"46225",5577
"46226",45652
"46227",54876
"46228",16430
"46229",28768
"46231",10277
"46234",26864
"46235",33063
"46236",28705
"46237",39169
"46239",30651
"46240",19785
"46241",31941
"46250",18402
"46254",40276
"46256",23837
"46259",10999
"46260",34445
"46268",25443
"46278",8859
"46280",6824
"46290",187
"46301",516
"46303",14765
"46304",25351
"46307",62779
"46310",13832
"46311",21632
"46312",28201
"46319",17513
"46320",13561
"46321",22689
"46322",22581
"46323",22195
"46324",21820
"46327",11466
"46340",742
"46341",10357
"46342",30874
"46345",170
"46346",1208
"46347",4833
"46348",1031
"46349",3251
"46350",42763
"46356",17720
"46360",43678
"46365",755
"46366",5610
"46368",38661
"46371",3246
"46373",16083
"46374",873
"46375",23598
"46376",243
"46377",332
"46379",81
"46381",176
"46382",1713
"46383",42245
"46385",39398
"46390",3327
"46391",9528
"46392",7734
"46393",296
"46394",12319
"46402",6295
"46403",13435
"46404",17894
"46405",10855
"46406",9042
"46407",10905
"46408",15526
"46409",7205
"46410",37813
"46501",3613
"46502",58
"46504",3735
"46506",9700
"46507",9434
"46508",113
"46510",3924
"46511",4308
"46514",41616
"46516",31329
"46517",26468
"46524",2124
"46526",33117
"46528",27001
"46530",31843
"46531",1579
"46532",1531
"46534",11686
"46536",3209
"46537",425
"46538",4169
"46539",2802
"46540",11881
"46542",4142
"46543",3553
"46544",31988
"46545",24685
"46550",12624
"46552",6907
"46553",3240
"46554",4878
"46555",2406
"46556",7301
"46561",13615
"46562",5010
"46563",23664
"46565",8642
"46567",9162
"46570",833
"46571",5682
"46573",3812
"46574",9436
"46580",22013
"46582",13459
"46590",4925
"46595",133
"46601",5714
"46613",11327
"46614",31035
"46615",13719
"46616",5457
"46617",9689
"46619",21471
"46628",26396
"46635",6363
"46637",16090
"46701",8102
"46702",2074
"46703",18264
"46704",38
"46705",1682
"46706",18771
"46710",4291
"46711",8770
"46714",14931
"46721",5084
"46723",7884
"46725",23286
"46730",1039
"46731",759
"46732",3244
"46733",18943
"46737",7329
"46738",8549
"46740",3874
"46741",4553
"46742",3290
"46743",2050
"46745",2146
"46746",4640
"46747",2292
"46748",5021
"46750",26499
"46755",15097
"46759",508
"46760",1381
"46761",12325
"46763",1881
"46764",1385
"46765",5568
"46766",737
"46767",8102
"46770",3057
"46771",72
"46772",3087
"46773",3392
"46774",17221
"46776",1715
"46777",6493
"46779",2144
"46781",728
"46783",6651
"46784",2159
"46785",1686
"46786",39
"46787",3865
"46788",3723
"46791",865
"46792",3756
"46793",4874
"46794",1709
"46795",6651
"46797",3915
"46798",1515
"46799",227
"46802",10584
"46803",9425
"46804",28587
"46805",21704
"46806",24711
"46807",17538
"46808",19831
"46809",9212
"46814",12649
"46815",28242
"46816",19055
"46818",20852
"46819",9657
"46825",29507
"46835",35658
"46845",23066
"46901",39383
"46902",35778
"46910",3376
"46911",1483
"46913",1048
"46914",1729
"46915",694
"46917",1781
"46919",2407
"46920",1103
"46922",31
"46923",8046
"46926",1293
"46928",4265
"46929",3088
"46930",126
"46931",187
"46932",3057
"46933",6126
"46936",5857
"46938",2928
"46939",1819
"46940",2658
"46941",970
"46943",225
"46946",34
"46947",27830
"46950",566
"46951",1874
"46952",18625
"46953",23333
"46957",592
"46958",458
"46959",838
"46960",1062
"46961",169
"46962",8844
"46967",97
"46968",142
"46970",23499
"46974",2079
"46975",14325
"46978",2135
"46979",4940
"46982",2660
"46984",188
"46985",1438
"46986",1683
"46987",884
"46988",967
"46989",4947
"46990",741
"46991",1614
"46992",16260
"46994",2815
"46996",6159
"46998",226
"47001",10009
"47003",890
"47006",11880
"47010",220
"47011",788
"47012",9396
"47016",796
"47017",481
"47018",4477
"47020",1432
"47022",2980
"47023",1665
"47024",3708
"47025",22794
"47030",2038
"47031",5477
"47032",3116
"47034",135
"47035",246
"47036",882
"47037",4553
"47038",1716
"47040",5103
"47041",6626
"47042",4089
"47043",5212
"47060",5942
"47102",6953
"47104",0
"47106",5005
"47108",2352
"47110",417
"47111",16971
"47112",16593
"47114",328
"47115",3025
"47116",681
"47117",4531
"47118",3474
"47119",11700
"47120",741
"47122",10943
"47123",122
"47124",5146
"47125",1554
"47126",4698
"47129",19684
"47130",46645
"47135",938
"47136",4482
"47137",1499
"47138",4378
"47140",2559
"47141",1542
"47142",1049
"47143",3063
"47145",1913
"47147",1273
"47150",47912
"47160",113
"47161",3305
"47162",801
"47163",1210
"47164",4115
"47165",6034
"47166",1515
"47167",14879
"47170",14919
"47172",17813
"47175",1033
"47177",1241
"47201",44831
"47203",26807
"47220",5671
"47223",1024
"47224",520
"47226",260
"47227",2299
"47229",3261
"47230",1439
"47231",858
"47232",3327
"47234",1457
"47235",1488
"47240",21836
"47243",5907
"47244",734
"47246",4600
"47247",194
"47250",22202
"47260",1705
"47263",255
"47264",1197
"47265",20344
"47270",530
"47272",2185
"47273",2210
"47274",31352
"47280",979
"47281",1237
"47282",293
"47283",3193
"47302",26018
"47303",25124
"47304",32105
"47305",3504
"47306",5096
"47320",3648
"47324",149
"47325",663
"47326",2195
"47327",4512
"47330",5196
"47331",22391
"47334",3189
"47335",753
"47336",3243
"47337",138
"47338",2789
"47339",497
"47340",2998
"47341",2382
"47342",2558
"47344",124
"47345",1406
"47346",3911
"47348",9159
"47351",540
"47352",860
"47353",5508
"47354",1075
"47355",2752
"47356",5286
"47357",822
"47358",1060
"47359",3013
"47360",1259
"47361",215
"47362",29873
"47367",57
"47368",2831
"47369",1320
"47371",12200
"47373",2404
"47374",45571
"47380",1476
"47381",122
"47382",255
"47383",3133
"47384",2044
"47385",1277
"47386",1206
"47387",730
"47388",335
"47390",4960
"47393",1825
"47394",8334
"47396",6903
"47401",43279
"47403",33505
"47404",23832
"47405",3697
"47406",3945
"47408",25804
"47420",439
"47421",27417
"47424",8965
"47427",662
"47429",9269
"47431",1584
"47432",4386
"47433",4039
"47434",0
"47436",1379
"47437",155
"47438",4475
"47441",9153
"47443",1275
"47446",10393
"47448",7261
"47449",400
"47451",1111
"47452",5360
"47453",683
"47454",7046
"47455",76
"47456",1352
"47457",192
"47458",58
"47459",3597
"47460",10917
"47462",4812
"47464",212
"47465",520
"47467",167
"47468",1510
"47469",1828
"47470",1580
"47471",2746
"47501",17882
"47512",4095
"47513",2222
"47514",1556
"47515",880
"47516",1100
"47519",847
"47520",2786
"47521",692
"47522",437
"47523",3346
"47524",612
"47525",281
"47527",1935
"47528",504
"47529",1173
"47531",945
"47532",4358
"47535",758
"47536",0
"47537",896
"47541",1196
"47542",10061
"47546",21538
"47550",561
"47551",914
"47552",270
"47553",8614
"47557",1586
"47558",4632
"47561",1650
"47562",4755
"47564",1224
"47567",6116
"47568",829
"47574",213
"47575",955
"47576",341
"47577",1211
"47578",710
"47579",2636
"47580",406
"47581",3721
"47584",139
"47585",800
"47586",11022
"47588",615
"47590",413
"47591",25370
"47596",71
"47597",904
"47598",3058
"47601",13854
"47610",5444
"47611",1489
"47612",715
"47613",3224
"47615",1832
"47616",265
"47619",1753
"47620",13129
"47630",36182
"47631",2217
"47633",2384
"47634",2358
"47635",5432
"47637",1294
"47638",3514
"47639",4243
"47640",1099
"47648",4219
"47649",1499
"47654",92
"47660",4868
"47665",3746
"47666",1813
"47670",12048
"47683",235
"47708",445
"47710",18869
"47711",32612
"47712",26764
"47713",10108
"47714",34447
"47715",26196
"47720",17763
"47725",17326
"47802",34894
"47803",20939
"47804",11781
"47805",12624
"47807",11886
"47809",2516
"47832",1059
"47833",761
"47834",19263
"47836",0
"47837",1008
"47838",3772
"47840",1831
"47841",2305
"47842",9597
"47846",532
"47847",1187
"47848",1616
"47849",502
"47850",2239
"47853",121
"47854",612
"47855",526
"47857",420
"47858",724
"47859",1027
"47860",425
"47861",663
"47862",1390
"47863",294
"47865",55
"47866",613
"47868",3072
"47869",124
"47871",321
"47872",8747
"47874",3207
"47876",348
"47879",3592
"47880",78
"47881",329
"47882",7731
"47884",185
"47885",8920
"47901",3715
"47904",17285
"47905",41631
"47906",77702
"47907",0
"47909",43291
"47916",43
"47917",492
"47918",5679
"47920",2260
"47921",1140
"47922",1570
"47923",3220
"47924",162
"47925",133
"47926",1480
"47928",2036
"47929",673
"47930",1294
"47932",5317
"47933",27521
"47940",1739
"47941",1405
"47942",728
"47943",1096
"47944",3402
"47946",2170
"47948",1485
"47949",1209
"47950",921
"47951",2168
"47952",2941
"47954",2433
"47955",1016
"47957",1908
"47958",140
"47959",2906
"47960",14721
"47963",2057
"47964",110
"47965",599
"47966",359
"47967",680
"47968",1030
"47969",109
"47970",1779
"47971",1957
"47974",1176
"47975",664
"47977",2322
"47978",11515
"47980",1005
"47981",1130
"47982",173
"47983",303
"47987",4074
"47989",1430
"47990",1964
"47991",975
"47992",1357
"47993",3661
"47994",309
"47995",1670
"47997",134
"50001",932
"50002",1417
"50003",7714
"50005",1057
"50006",1715
"50007",434
"50008",844
"50009",19840
"50010",34165
"50011",1322
"50012",4725
"50014",29706
"50020",1330
"50021",28306
"50022",8350
"50023",38469
"50025",3064
"50026",531
"50027",370
"50028",1555
"50029",617
"50032",352
"50033",23
"50034",467
"50035",8341
"50036",16676
"50038",86
"50039",463
"50041",66
"50042",249
"50044",899
"50046",1765
"50047",6077
"50048",904
"50049",6403
"50050",682
"50051",265
"50052",162
"50054",2996
"50055",944
"50056",1474
"50057",315
"50058",1916
"50060",2473
"50061",1848
"50062",693
"50063",2380
"50064",159
"50065",731
"50066",154
"50067",273
"50068",363
"50069",1061
"50070",1371
"50071",1069
"50072",2367
"50073",1032
"50074",381
"50075",839
"50076",1458
"50078",176
"50101",44
"50102",183
"50103",369
"50104",77
"50105",1013
"50106",852
"50107",1040
"50108",445
"50109",3023
"50111",14472
"50112",11411
"50115",2603
"50116",198
"50117",133
"50118",1080
"50119",331
"50120",391
"50122",1420
"50123",757
"50124",4180
"50125",20622
"50126",6470
"50127",0
"50128",455
"50129",5024
"50130",1447
"50131",21439
"50132",245
"50133",435
"50134",780
"50135",1498
"50136",420
"50138",11940
"50139",1105
"50140",2940
"50141",493
"50142",989
"50143",651
"50144",2622
"50146",450
"50147",369
"50148",339
"50149",964
"50150",974
"50151",556
"50153",858
"50154",500
"50155",307
"50156",4820
"50157",905
"50158",30828
"50160",478
"50161",1831
"50162",1308
"50163",701
"50164",466
"50165",108
"50166",1589
"50167",701
"50168",794
"50169",2989
